"name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","log_price","days_since_last_review"
"Designer's duplex loft with 16' ceilings","Brooklyn","Bushwick",40.69642,-73.93361,"Entire home/apt",144,1,51,"2019-06-15",0.84,2,85,4.97673374242057,23
"Awesome SoHo/Little Italy 1BD","Manhattan","Nolita",40.72044,-73.99645,"Entire home/apt",175,7,0,NA,0,1,0,5.17048399503815,NA
"Sun Soaked, NYC Brownstone Apt","Manhattan","Harlem",40.8079,-73.94887,"Entire home/apt",150,1,1,"2014-12-30",0.02,1,0,5.01727983681492,1651
"Best of Brooklyn & 5 min to Manhattan!","Brooklyn","Williamsburg",40.71023,-73.95688,"Entire home/apt",109,2,214,"2019-06-27",4.58,1,127,4.70048036579242,11
"Sunny and Spacious 1 bedroom apt","Manhattan","Upper East Side",40.77097,-73.94848,"Entire home/apt",350,1,0,NA,0,1,0,5.86078622346587,NA
"1BR Apt in the Bay Ridge!","Brooklyn","Bay Ridge",40.63195,-74.0214,"Entire home/apt",75,3,4,"2019-04-28",0.08,1,0,4.33073334028633,71
"Sunny, Quiet Apt. in Manhattan","Manhattan","Harlem",40.82639,-73.94186,"Entire home/apt",135,3,3,"2015-09-08",0.05,1,0,4.91265488573605,1399
"Location Silma","Queens","Maspeth",40.74064,-73.89956,"Private room",39,30,0,NA,0,18,352,3.68887945411394,NA
"Location little Elio","Queens","Astoria",40.771,-73.92563,"Private room",38,30,8,"2019-06-12",0.14,18,358,3.66356164612965,26
"Lovely sun-lit 3-bedroom apartment","Brooklyn","Bedford-Stuyvesant",40.68885,-73.92354,"Entire home/apt",195,2,231,"2019-06-22",3.82,1,251,5.27811465923052,16
"Manhattan Columbia University Courtyard Studio","Manhattan","Morningside Heights",40.8081,-73.95647,"Entire home/apt",146,3,91,"2019-06-06",1.52,2,223,4.99043258677874,32
"Huge Artist Loft with BBQ deck -  WILLIAMSBURG","Brooklyn","Williamsburg",40.71788,-73.96021,"Entire home/apt",318,5,19,"2019-06-01",0.32,1,268,5.76519110278484,37
"Lofted Murray Hill 1-bedroom w/ spiral staircase","Manhattan","Kips Bay",40.74593,-73.97915,"Entire home/apt",184,3,0,NA,0,1,0,5.22035582507832,NA
"Studio loft - Williamsburg/Bushwick","Brooklyn","Williamsburg",40.7139,-73.9353,"Entire home/apt",140,2,133,"2019-06-27",2.52,2,283,4.94875989037817,11
"Interfaith Retreat Guest Rooms (Om)","Manhattan","Chelsea",40.74977,-73.99647,"Private room",85,1,145,"2019-06-24",3.48,12,342,4.45434729625351,14
"NYC 1BD near Central Park & Shops","Manhattan","Harlem",40.80724,-73.94739,"Entire home/apt",170,1,1,"2014-08-05",0.02,1,0,5.14166355650266,1798
"House 1 Bed $100/ night per person","Queens","Ditmars Steinway",40.77902,-73.90768,"Private room",100,2,2,"2014-09-22",0.03,1,365,4.61512051684126,1750
"One of a Kind, Penthouse Apartment ","Manhattan","Nolita",40.7208,-73.99436,"Entire home/apt",350,4,8,"2017-05-06",0.13,1,196,5.86078622346587,793
"Classic Upper West Side studio loft","Manhattan","Upper West Side",40.78273,-73.97319,"Entire home/apt",199,3,25,"2016-12-31",0.42,1,0,5.29831736654804,919
"Sunny, Tall Artsy Loft @ Williamsburg","Brooklyn","Williamsburg",40.71119,-73.96703,"Private room",77,6,17,"2015-09-01",0.29,1,188,4.35670882668959,1406
"Cheap accommodation in Manhattan","Manhattan","Kips Bay",40.73877,-73.98171,"Private room",80,1,2,"2014-07-11",0.03,1,0,4.39444915467244,1823
"#1 PRIVATE STUDIO IN BX,15MINS NYC.","Bronx","Mott Haven",40.81049,-73.9043,"Private room",79,2,11,"2016-03-19",0.19,1,0,4.38202663467388,1206
"Cute Room, Courteous Hosts","Brooklyn","Bushwick",40.69601,-73.92236,"Private room",550,3,5,"2015-06-05",0.1,1,358,6.31173480915291,1494
"Apartment in beautiful Brooklyn Heights","Brooklyn","Brooklyn Heights",40.69088,-73.99416,"Entire home/apt",155,5,7,"2018-07-17",0.12,1,17,5.04985600724954,356
"10th St / W Village  Junior Loft","Manhattan","Greenwich Village",40.73331,-73.9941,"Entire home/apt",275,30,12,"2016-09-25",0.2,1,358,5.62040086571715,1016
"Williamsburg Garden Escape","Brooklyn","Williamsburg",40.71187,-73.93593,"Entire home/apt",119,2,10,"2017-10-09",0.18,1,0,4.78749174278205,637
"Cute & Cozy Greenpoint Apt, Great Location","Brooklyn","Greenpoint",40.73689,-73.95488,"Entire home/apt",85,20,5,"2017-07-31",0.09,1,0,4.45434729625351,707
"Beautiful West Harlem brownstone","Manhattan","Harlem",40.82947,-73.95104,"Private room",84,1,0,NA,0,1,0,4.44265125649032,NA
"Lovely room in doorman building","Manhattan","Harlem",40.82774,-73.9508,"Private room",90,2,127,"2019-07-06",2.15,1,58,4.51085950651685,2
"Garden Floor Duplex with patio","Brooklyn","Crown Heights",40.67619,-73.94389,"Entire home/apt",135,5,53,"2019-06-24",0.9,1,191,4.91265488573605,14
"CHEAP BIG room in Williamsburg","Brooklyn","Williamsburg",40.70848,-73.95323,"Private room",90,3,230,"2019-06-16",3.79,1,125,4.51085950651685,22
"Luxury 2 bed apt in WILLIAMSBURG BK","Brooklyn","Williamsburg",40.71784,-73.95521,"Entire home/apt",150,1,5,"2015-12-17",0.08,1,0,5.01727983681492,1299
"AMAZING ROOM ARTSY BKLYN BROWNSTONE","Brooklyn","Flatbush",40.64246,-73.95443,"Private room",38,3,76,"2019-06-03",1.3,3,253,3.66356164612965,35
"Amazing Renovated studio MurrayHill","Manhattan","Kips Bay",40.74318,-73.97858,"Entire home/apt",87,30,4,"2019-06-30",0.07,52,343,4.47733681447821,8
"Spacious, light-filled home by Prospect Park","Brooklyn","Kensington",40.6451,-73.97798,"Entire home/apt",210,5,3,"2018-08-13",0.05,1,0,5.35185813347607,329
"Beautiful Room in Park-Side Apt","Manhattan","Inwood",40.86176,-73.93082,"Private room",80,2,50,"2017-05-21",0.83,1,6,4.39444915467244,778
"Gallery Suite","Brooklyn","Fort Greene",40.68902,-73.96976,"Entire home/apt",250,3,20,"2019-06-23",0.39,1,323,5.52545293913178,15
"Studio in the heart of Chelsea","Manhattan","Chelsea",40.74252,-73.9975,"Entire home/apt",175,1,18,"2016-05-11",0.31,1,0,5.17048399503815,1153
"Charming Brooklyn Room","Brooklyn","Clinton Hill",40.6825,-73.95888,"Private room",65,1,52,"2019-06-09",0.87,2,82,4.18965474202643,29
"East Village 1 Bedroom","Manhattan","East Village",40.73136,-73.98714,"Entire home/apt",140,1,48,"2016-01-17",0.81,1,0,4.94875989037817,1268
"Central Park home away from home","Manhattan","Harlem",40.80297,-73.95132,"Entire home/apt",129,4,17,"2019-06-24",0.28,1,64,4.86753445045558,14
"Musician's Loft 1BR w/ Outdoor Space, WiFi, Parks","Manhattan","East Village",40.73041,-73.9896,"Entire home/apt",159,4,45,"2019-06-12",0.75,1,87,5.07517381523383,26
"Lovely Tudor Home with Studio in Queens, NY","Queens","Fresh Meadows",40.75037,-73.79154,"Private room",125,7,0,NA,0,1,365,4.83628190695148,NA
"W Village Apt w/ Private Roof","Manhattan","West Village",40.73022,-74.00421,"Entire home/apt",249,3,44,"2019-06-21",0.74,1,332,5.52146091786225,17
"Gorgeous pre war rowhouse apartment","Brooklyn","Bedford-Stuyvesant",40.68388,-73.94427,"Entire home/apt",151,5,52,"2019-06-19",0.91,5,333,5.02388052084628,19
"Quiet room+bath w/ separate entry.","Brooklyn","Bedford-Stuyvesant",40.69334,-73.94608,"Private room",79,4,70,"2019-06-24",1.19,1,308,4.38202663467388,14
"Architect's Oasis","Brooklyn","Crown Heights",40.66919,-73.95079,"Entire home/apt",125,3,10,"2017-03-10",0.22,1,0,4.83628190695148,850
"Cozy Harlem Flat!","Manhattan","Harlem",40.81792,-73.94236,"Entire home/apt",135,5,76,"2019-07-06",1.28,1,257,4.91265488573605,2
"1 BR in Great NYC Neighborhood","Manhattan","Lower East Side",40.72274,-73.99169,"Entire home/apt",151,2,5,"2019-04-08",0.1,2,46,5.02388052084628,91
"2 Story Loft!! Tribeca/Soho :-) best neighborhood","Manhattan","Tribeca",40.72113,-74.00478,"Entire home/apt",600,3,73,"2019-06-14",1.23,1,282,6.39859493453521,24
"It's The Brooklyn Way !!!","Brooklyn","Bedford-Stuyvesant",40.68476,-73.92975,"Entire home/apt",59,1,142,"2019-07-01",2.63,1,318,4.0943445622221,7
"Cozy/Hip LES 2 bedroom, sleeps 2-4","Manhattan","Lower East Side",40.72007,-73.99078,"Entire home/apt",273,4,85,"2019-07-05",1.41,1,91,5.61312810638807,3
"Ensuite in Duplex Brownstone with Private Terrace!","Manhattan","Harlem",40.82435,-73.94507,"Private room",70,2,28,"2019-04-26",0.82,2,80,4.26267987704132,73
"Charming Artists in the Heights","Manhattan","Harlem",40.82447,-73.95076,"Private room",95,1,2,"2014-10-20",0.03,1,0,4.56434819146784,1722
"6BDRM*APT TRAIN TO NYC 15 MIN","Brooklyn","Bedford-Stuyvesant",40.68837,-73.9256,"Entire home/apt",399,3,49,"2019-06-12",0.96,4,269,5.99146454710798,26
"Private Room in a two bedroom apt.","Brooklyn","Bushwick",40.70399,-73.92813,"Private room",96,1,332,"2019-07-06",5.57,2,355,4.57471097850338,2
"Charming West Village Apartment","Manhattan","West Village",40.73622,-74.00147,"Shared room",110,1,47,"2019-06-03",0.81,1,362,4.70953020131233,35
"Private Room in Famed Artistic Flat","Manhattan","Hell's Kitchen",40.76878,-73.98719,"Private room",110,1,0,NA,0,1,0,4.70953020131233,NA
"Private Room In Clean Spacious Apt","Manhattan","Harlem",40.82233,-73.93779,"Private room",69,2,249,"2019-06-16",4.12,2,132,4.24849524204936,22
"Beautiful sunny bedroom just off Prospect Park","Brooklyn","Prospect-Lefferts Gardens",40.65732,-73.95991,"Private room",85,2,67,"2019-07-04",1.56,3,264,4.45434729625351,4
"Lower East Side Studio- Great Location!","Manhattan","Lower East Side",40.71867,-73.98612,"Entire home/apt",150,2,121,"2019-02-03",2.02,1,0,5.01727983681492,155
"Large modern studio in Gramercy","Manhattan","Kips Bay",40.73788,-73.98048,"Entire home/apt",170,1,9,"2015-05-21",0.15,1,0,5.14166355650266,1509
"Renovated Studio - LES","Manhattan","Lower East Side",40.72165,-73.98759,"Entire home/apt",125,5,12,"2015-12-31",0.2,1,0,4.83628190695148,1285
"Sunny room in East Village!","Manhattan","East Village",40.72673,-73.98004,"Private room",130,1,191,"2019-05-27",3.17,1,0,4.87519732320115,42
"Modern Bohemian Studio","Manhattan","East Village",40.72454,-73.97836,"Entire home/apt",145,1,358,"2018-12-03",5.96,1,3,4.98360662170834,217
"HEART of Williamsburg  w/ Rooftop!","Brooklyn","Williamsburg",40.71466,-73.96429,"Entire home/apt",500,1,138,"2017-12-20",2.34,1,282,6.21660610108486,565
"Private Suite 15min to Times Square","Manhattan","Harlem",40.82193,-73.94499,"Private room",95,3,160,"2019-07-01",2.78,2,0,4.56434819146784,7
"3BR condo Brooklyn/Prospect Heights","Brooklyn","Crown Heights",40.67893,-73.96262,"Entire home/apt",150,4,9,"2017-12-31",0.15,2,0,5.01727983681492,554
"Apartment near the US Open","Queens","Forest Hills",40.73334,-73.85433,"Entire home/apt",150,1,0,NA,0,1,364,5.01727983681492,NA
"PrivateRoom in Beautiful Brownstone","Brooklyn","Bedford-Stuyvesant",40.68643,-73.92208,"Private room",56,2,180,"2019-01-02",3.04,1,0,4.04305126783455,187
"Private room in Greenpoint, BK","Brooklyn","Greenpoint",40.72472,-73.94135,"Private room",60,1,1,"2014-08-18",0.02,1,0,4.11087386417331,1785
"Cozy Family Gateaway!!!","Brooklyn","East Flatbush",40.66123,-73.93428,"Entire home/apt",85,3,37,"2018-08-06",0.62,1,310,4.45434729625351,336
"Cozy Apartment in Chinatown/LES","Manhattan","Lower East Side",40.71306,-73.98856,"Private room",80,5,3,"2015-08-29",0.05,1,0,4.39444915467244,1409
"Charming West Village apartment","Manhattan","West Village",40.73326,-74.00604,"Private room",100,3,16,"2016-03-22",0.26,1,0,4.61512051684126,1203
"Modern Townhouse - Chic Sunny Room - L/J/A/C Train","Brooklyn","Bushwick",40.70228,-73.92824,"Private room",54,3,2,"2017-01-02",0.05,2,0,4.00733318523247,917
"Tasteful French 1BD Apt w/ Garden","Brooklyn","Bedford-Stuyvesant",40.68537,-73.95693,"Entire home/apt",113,4,38,"2019-07-07",0.63,1,191,4.7361984483945,1
"Sunny Private Williamsburg Space","Brooklyn","Williamsburg",40.71474,-73.95662,"Entire home/apt",200,2,175,"2019-07-02",2.93,1,303,5.30330490805908,6
"Bright, big, BEAUTIFUL room in renovated apt","Manhattan","Harlem",40.81813,-73.9398,"Private room",75,5,5,"2018-06-30",0.1,1,0,4.33073334028633,373
"Beautiful Harlem apt with views","Manhattan","Harlem",40.8214,-73.95675,"Shared room",200,1,31,"2016-11-01",0.53,1,365,5.30330490805908,979
"Faboules 1 br, in trendy Park Slope","Brooklyn","South Slope",40.66308,-73.98309,"Entire home/apt",110,30,4,"2016-05-19",0.07,1,220,4.70953020131233,1145
"Zen Loft: Huge Brooklyn Loft for Shoots & Events","Brooklyn","Clinton Hill",40.68761,-73.96096,"Entire home/apt",500,3,19,"2019-05-05",0.36,4,365,6.21660610108486,64
"2 room, by Sutton Place","Manhattan","Midtown",40.75503,-73.96711,"Entire home/apt",180,1,0,NA,0,1,0,5.19849703126583,NA
"Awesome Loft in Williamsburg","Brooklyn","Williamsburg",40.71707,-73.94708,"Entire home/apt",200,1,14,"2019-06-30",0.24,1,336,5.30330490805908,8
"Room in Upper East Side","Manhattan","Upper East Side",40.76189,-73.96298,"Private room",69,60,9,"2016-04-04",0.16,2,90,4.24849524204936,1190
"Serene, minimalist studio W Village","Manhattan","West Village",40.73496,-74.00005,"Entire home/apt",200,5,64,"2019-06-24",1.09,1,329,5.30330490805908,14
"Beautiful 1200 sf 3 bedroom apt off Prospect Park","Brooklyn","Prospect-Lefferts Gardens",40.65586,-73.95972,"Entire home/apt",140,5,7,"2019-01-01",0.15,3,14,4.94875989037817,188
"Entire Room Brooklyn NYC!!!","Brooklyn","Crown Heights",40.66518,-73.95109,"Private room",45,4,37,"2019-06-24",0.64,4,281,3.8286413964891,14
"Academic Summer Sublet/Sunset Park","Brooklyn","Sunset Park",40.64993,-74.00191,"Private room",35,7,0,NA,0,1,0,3.58351893845611,NA
"Great Apartment, Great Location","Brooklyn","Greenpoint",40.7322,-73.95882,"Private room",80,3,0,NA,0,1,0,4.39444915467244,NA
"Private Bamboo Garden Studio","Brooklyn","South Slope",40.66252,-73.98433,"Entire home/apt",150,2,0,NA,0,1,0,5.01727983681492,NA
"Landmark Brownstone Sunny  3 Rooms","Manhattan","Washington Heights",40.83365,-73.94059,"Entire home/apt",70,180,7,"2018-07-06",0.12,19,308,4.26267987704132,367
"TimeSq/Brdway/Midtown/A Cozy Petit Versaille/Quiet","Manhattan","Hell's Kitchen",40.76553,-73.9953,"Private room",200,2,62,"2019-06-09",1.06,1,304,5.30330490805908,29
"Christmas in NYC! Spacious King Suite, 2 bath apt","Manhattan","Midtown",40.76524,-73.98018,"Entire home/apt",308,2,9,"2018-12-02",0.15,1,0,5.73334127689775,218
"Soho/Nolita Studio Loft with Beautiful Terrace","Manhattan","Nolita",40.71987,-73.9947,"Entire home/apt",270,5,8,"2018-08-24",0.21,1,0,5.6021188208797,318
"Converted Carriage House","Brooklyn","Clinton Hill",40.68695,-73.9631,"Entire home/apt",150,3,0,NA,0,1,0,5.01727983681492,NA
"Quiet Sunny 1-Bedroom, Prime East Village Location","Manhattan","East Village",40.72832,-73.9852,"Entire home/apt",365,2,62,"2019-07-01",1.02,1,28,5.90263333340137,7
"Williamsville Sleep & Stay","Brooklyn","Clinton Hill",40.6818,-73.96238,"Private room",99,1,83,"2019-06-12",1.39,1,248,4.60517018598809,26
"Modern sunny one bed apt","Manhattan","Lower East Side",40.7211,-73.98397,"Entire home/apt",175,7,9,"2018-12-07",0.27,1,255,5.17048399503815,213
"Beautiful Loft in Union Square","Manhattan","Gramercy",40.73711,-73.98985,"Entire home/apt",220,4,60,"2019-06-24",1.01,1,4,5.39816270151775,14
"Beautiful 1 BR in The Heights!","Manhattan","Washington Heights",40.8362,-73.94033,"Private room",80,1,3,"2015-10-19",0.05,2,314,4.39444915467244,1358
"Lovely 1BR Park Slope, near trains!","Brooklyn","Park Slope",40.66617,-73.97593,"Entire home/apt",230,2,7,"2016-01-02",0.15,1,0,5.44241771052179,1283
"Semi-furnished room in a large 3 bedroom apt","Manhattan","Harlem",40.81464,-73.95351,"Private room",60,30,2,"2018-11-12",0.19,1,183,4.11087386417331,238
"GREENWICH VILLAGE ROOM WITH PR.BATH (DM 4 monthly)","Manhattan","Greenwich Village",40.72802,-73.99644,"Private room",120,14,1,"2016-09-23",0.03,1,0,4.79579054559674,1018
"The Artist's House (with roof garden!)","Brooklyn","Prospect-Lefferts Gardens",40.65698,-73.95761,"Private room",45,14,8,"2019-06-09",0.81,4,31,3.8286413964891,29
"One Bedroom in East Harlem","Manhattan","East Harlem",40.79805,-73.94533,"Entire home/apt",100,4,50,"2019-05-12",0.83,1,12,4.61512051684126,57
"1 bedroom apt, Brownstone in central Harlem","Manhattan","Harlem",40.80612,-73.95678,"Entire home/apt",138,4,0,NA,0,1,0,4.93447393313069,NA
"Park Slope beauty","Brooklyn","Sunset Park",40.66273,-73.99111,"Entire home/apt",100,4,25,"2019-01-03",1.11,1,0,4.61512051684126,186
"Modern 1BD Chelsea Apartment","Manhattan","Chelsea",40.74767,-73.99393,"Entire home/apt",230,1,29,"2019-05-26",0.49,1,0,5.44241771052179,43
"Duplex in SoHa","Manhattan","Harlem",40.80411,-73.95624,"Entire home/apt",225,1,5,"2016-07-29",0.09,1,0,5.42053499927229,1074
"Brownstone Apt with Sunny Garden","Brooklyn","Bedford-Stuyvesant",40.68652,-73.95031,"Entire home/apt",120,2,60,"2019-06-30",1,1,156,4.79579054559674,8
"Huge modern Private room available","Brooklyn","Crown Heights",40.67089,-73.93323,"Private room",99,2,8,"2016-06-24",0.17,3,365,4.60517018598809,1109
"2 Bedroom in Hudson Heights ","Manhattan","Washington Heights",40.85153,-73.93815,"Entire home/apt",150,3,0,NA,0,1,0,5.01727983681492,NA
"Brooklyn's Finest","Brooklyn","Bushwick",40.68258,-73.90472,"Entire home/apt",122,1,157,"2019-07-01",2.64,1,235,4.81218435537242,7
"Spacious Loft with Spiral Staircase","Brooklyn","Bushwick",40.70204,-73.92109,"Entire home/apt",150,1,2,"2016-01-05",0.03,1,0,5.01727983681492,1280
"A Beautiful Brownstone Apartment","Manhattan","Harlem",40.809,-73.94263,"Entire home/apt",140,2,292,"2019-06-26",4.95,2,186,4.94875989037817,12
"1BD in Lower East Side ","Manhattan","Lower East Side",40.72158,-73.98998,"Entire home/apt",150,3,18,"2018-05-16",0.3,1,0,5.01727983681492,418
"Brooklyn private room, by F,Gtrain","Brooklyn","Windsor Terrace",40.65015,-73.97945,"Private room",38,30,77,"2019-04-28",1.28,11,309,3.66356164612965,71
"Nice studio in heart of the of the West Village","Manhattan","West Village",40.73002,-74.00653,"Entire home/apt",200,7,16,"2019-07-02",1.09,1,50,5.30330490805908,6
"Gorgeous Bedroom by the Park","Brooklyn","Prospect-Lefferts Gardens",40.65598,-73.95512,"Private room",50,1,12,"2019-01-01",0.31,1,0,3.93182563272433,188
"Cozy room in NYC","Manhattan","Harlem",40.82071,-73.93813,"Private room",45,6,13,"2018-07-14",0.23,8,346,3.8286413964891,359
"Bedroom in Williamsburg w/ Terrace","Brooklyn","Williamsburg",40.71659,-73.9458,"Private room",90,30,1,"2015-07-26",0.02,1,0,4.51085950651685,1443
"Bedr w Priv Bathr+Balc 15m frm city","Queens","Astoria",40.76972,-73.9206,"Private room",85,2,2,"2015-08-25",0.04,1,0,4.45434729625351,1413
"Charming bedroom in Comfy apt","Manhattan","East Village",40.7296,-73.99054,"Private room",85,1,0,NA,0,1,0,4.45434729625351,NA
"Jackson Stayover Apt","Queens","St. Albans",40.69283,-73.75828,"Entire home/apt",108,2,81,"2019-06-27",1.35,1,328,4.69134788222914,11
"Cheery Studio with Separate Kitchen","Brooklyn","Prospect Heights",40.6751,-73.96558,"Entire home/apt",129,3,15,"2019-05-23",0.25,1,204,4.86753445045558,46
"Great location! Fort Greene!!!","Brooklyn","Fort Greene",40.68744,-73.9747,"Entire home/apt",275,2,180,"2019-06-19",2.99,2,290,5.62040086571715,19
"Large & Spacious **Prime Location ","Manhattan","Midtown",40.74596,-73.98411,"Entire home/apt",148,30,9,"2019-03-25",0.15,9,329,5.00394630594546,105
"Sunny Grammercy Park Getaway","Manhattan","Gramercy",40.73389,-73.98724,"Entire home/apt",250,31,0,NA,0,1,365,5.52545293913178,NA
"Charming 1 Bed in Trendy Location!","Manhattan","East Village",40.72974,-73.98372,"Entire home/apt",160,2,5,"2015-08-20",0.08,1,0,5.08140436498446,1418
"7even Days Sleep Near Prospect Park","Brooklyn","Crown Heights",40.66529,-73.9557,"Entire home/apt",130,5,150,"2019-07-03",2.48,2,309,4.87519732320115,5
"Classic Brooklyn brownstone","Brooklyn","Park Slope",40.66884,-73.97575,"Private room",180,3,192,"2019-06-29",3.2,1,60,5.19849703126583,9
"Cozy Private Room in the heights!","Manhattan","Washington Heights",40.84943,-73.93146,"Private room",50,1,14,"2018-01-01",0.23,1,0,3.93182563272433,553
"Gorgeous Room in Historic Townhouse","Manhattan","Washington Heights",40.83473,-73.93982,"Private room",145,6,61,"2019-05-17",1.17,1,257,4.98360662170834,52
"Private BR in Huge 2BR in Chinatown","Manhattan","Chinatown",40.71445,-73.99287,"Private room",94,7,17,"2017-04-17",0.28,1,0,4.55387689160054,812
"Amazing 1 Bedroom Apt CENTRAL PARK","Manhattan","Upper East Side",40.77487,-73.949,"Entire home/apt",180,2,24,"2015-09-27",0.41,1,0,5.19849703126583,1380
